annotator,sentence_number,text,annotator_label,model_entities
model,130,So much for the effort and ingenuity of Montmartre.,l,"[{'entity_group': 'LABEL_0', 'score': 0.99996704, 'word': 'So much for the effort and ingenuity of Montmartre.', 'start': 0, 'end': 51}]"
model,131,"All the catering to vice and waste was on an utterly childish scale, and he suddenly realized the meaning of the word dissipate--to dissipate into thin air; to make nothing out of something.",m,"[{'entity_group': 'LABEL_0', 'score': 0.9999263, 'word': 'All the catering', 'start': 0, 'end': 16}, {'entity_group': 'LABEL_1', 'score': 0.93253696, 'word': 'to', 'start': 17, 'end': 19}, {'entity_group': 'LABEL_0', 'score': 0.99999154, 'word': 'vice and waste was', 'start': 20, 'end': 38}, {'entity_group': 'LABEL_1', 'score': 0.99978083, 'word': 'on', 'start': 39, 'end': 41}, {'entity_group': 'LABEL_0', 'score': 0.99967355, 'word': 'an utterly childish', 'start': 42, 'end': 61}, {'entity_group': 'LABEL_1', 'score': 0.99968135, 'word': 'scale', 'start': 62, 'end': 67}, {'entity_group': 'LABEL_0', 'score': 0.9999903, 'word': ', and he suddenly realized the meaning of the word', 'start': 67, 'end': 117}, {'entity_group': 'LABEL_1', 'score': 0.7339661, 'word': 'dissi', 'start': 118, 'end': 123}, {'entity_group': 'LABEL_0', 'score': 0.9988531, 'word': 'pate--to', 'start': 123, 'end': 131}, {'entity_group': 'LABEL_1', 'score': 0.961127, 'word': 'dissipate into thin air', 'start': 132, 'end': 155}, {'entity_group': 'LABEL_0', 'score': 0.9999942, 'word': '; to', 'start': 155, 'end': 159}, {'entity_group': 'LABEL_1', 'score': 0.9994654, 'word': 'make', 'start': 160, 'end': 164}, {'entity_group': 'LABEL_0', 'score': 0.99999285, 'word': 'nothing', 'start': 165, 'end': 172}, {'entity_group': 'LABEL_1', 'score': 0.9851503, 'word': 'out', 'start': 173, 'end': 176}, {'entity_group': 'LABEL_0', 'score': 0.9996767, 'word': 'of something.', 'start': 177, 'end': 190}]"
model,132,"In the little hours of the night every move from place to place was an enormous human jump, an increase of paying for the privilege of slower and slower motion.",m,"[{'entity_group': 'LABEL_1', 'score': 0.9999708, 'word': 'In', 'start': 0, 'end': 2}, {'entity_group': 'LABEL_0', 'score': 0.99999595, 'word': 'the', 'start': 3, 'end': 6}, {'entity_group': 'LABEL_1', 'score': 0.99430203, 'word': 'little', 'start': 7, 'end': 13}, {'entity_group': 'LABEL_0', 'score': 0.97228384, 'word': 'hours of the night every move from place to place was an enormous human jump, an increase of paying for the privilege of slower and slower motion.', 'start': 14, 'end': 160}]"
model,133,"He remembered thousand-franc notes given to an orchestra for playing a single number, hundred-franc notes tossed to a doorman for calling a cab.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99925303, 'word': 'He remembered thousand-franc notes given', 'start': 0, 'end': 40}, {'entity_group': 'LABEL_1', 'score': 0.99863154, 'word': 'to', 'start': 41, 'end': 43}, {'entity_group': 'LABEL_0', 'score': 0.9999289, 'word': 'an orchestra for playing a single number, hundred-franc notes', 'start': 44, 'end': 105}, {'entity_group': 'LABEL_1', 'score': 0.7972635, 'word': 'to', 'start': 106, 'end': 108}, {'entity_group': 'LABEL_0', 'score': 0.9710698, 'word': 'ssed', 'start': 108, 'end': 112}, {'entity_group': 'LABEL_1', 'score': 0.61418915, 'word': 'to', 'start': 113, 'end': 115}, {'entity_group': 'LABEL_0', 'score': 0.993497, 'word': 'a doorman for calling a cab.', 'start': 116, 'end': 144}]"
model,134,But it hadn't been given for nothing.,m,"[{'entity_group': 'LABEL_0', 'score': 0.9999841, 'word': ""But it hadn't been"", 'start': 0, 'end': 18}, {'entity_group': 'LABEL_1', 'score': 0.56501484, 'word': 'given', 'start': 19, 'end': 24}, {'entity_group': 'LABEL_0', 'score': 0.99996233, 'word': 'for nothing.', 'start': 25, 'end': 37}]"
model,135,"It had been given, even the most wildly squandered sum, as an offering to destiny that he might not remember the things most worth remembering, the things that now he would always remember--his child taken from his control, his wife escaped to a grave in Vermont.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99179953, 'word': 'It had been given, even the most wildly s', 'start': 0, 'end': 41}, {'entity_group': 'LABEL_1', 'score': 0.7583894, 'word': 'quander', 'start': 41, 'end': 48}, {'entity_group': 'LABEL_0', 'score': 0.9996883, 'word': 'ed sum, as an offering', 'start': 48, 'end': 70}, {'entity_group': 'LABEL_1', 'score': 0.9997596, 'word': 'to', 'start': 71, 'end': 73}, {'entity_group': 'LABEL_0', 'score': 0.99999017, 'word': 'destiny that he might not remember the', 'start': 74, 'end': 112}, {'entity_group': 'LABEL_1', 'score': 0.9998958, 'word': 'things', 'start': 113, 'end': 119}, {'entity_group': 'LABEL_0', 'score': 0.9999933, 'word': 'most', 'start': 120, 'end': 124}, {'entity_group': 'LABEL_1', 'score': 0.9991295, 'word': 'worth', 'start': 125, 'end': 130}, {'entity_group': 'LABEL_0', 'score': 0.9999851, 'word': 'remembering, the', 'start': 131, 'end': 147}, {'entity_group': 'LABEL_1', 'score': 0.9998635, 'word': 'things', 'start': 148, 'end': 154}, {'entity_group': 'LABEL_0', 'score': 0.9995798, 'word': 'that now he would always remember--his child taken', 'start': 155, 'end': 205}, {'entity_group': 'LABEL_1', 'score': 0.9995907, 'word': 'from', 'start': 206, 'end': 210}, {'entity_group': 'LABEL_0', 'score': 0.9999939, 'word': 'his', 'start': 211, 'end': 214}, {'entity_group': 'LABEL_1', 'score': 0.990595, 'word': 'control', 'start': 215, 'end': 222}, {'entity_group': 'LABEL_0', 'score': 0.99995786, 'word': ', his wife escaped to a grave in Vermont.', 'start': 222, 'end': 263}]"
model,136,In the glare of a brasserie a woman spoke to him.,m,"[{'entity_group': 'LABEL_1', 'score': 0.9997862, 'word': 'In', 'start': 0, 'end': 2}, {'entity_group': 'LABEL_0', 'score': 0.99779195, 'word': 'the glare of a brasserie a woman spoke', 'start': 3, 'end': 41}, {'entity_group': 'LABEL_1', 'score': 0.999887, 'word': 'to', 'start': 42, 'end': 44}, {'entity_group': 'LABEL_0', 'score': 0.9999946, 'word': 'him.', 'start': 45, 'end': 49}]"
model,137,"He bought her some eggs and coffee, and then, eluding her encouraging stare, gave her a twenty-franc note and took a taxi to his hotel.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99635524, 'word': 'He bought her some eggs and coffee, and then, eluding her encouraging stare, gave her a twenty-franc note and', 'start': 0, 'end': 109}, {'entity_group': 'LABEL_1', 'score': 0.99708456, 'word': 'took', 'start': 110, 'end': 114}, {'entity_group': 'LABEL_0', 'score': 0.9999759, 'word': 'a taxi to his hotel.', 'start': 115, 'end': 135}]"
model,138,He woke upon a fine fall day--football weather.,m,"[{'entity_group': 'LABEL_0', 'score': 0.9999392, 'word': 'He woke', 'start': 0, 'end': 7}, {'entity_group': 'LABEL_1', 'score': 0.9995394, 'word': 'upon', 'start': 8, 'end': 12}, {'entity_group': 'LABEL_0', 'score': 0.999997, 'word': 'a', 'start': 13, 'end': 14}, {'entity_group': 'LABEL_1', 'score': 0.99776185, 'word': 'fine', 'start': 15, 'end': 19}, {'entity_group': 'LABEL_0', 'score': 0.99987674, 'word': 'fall day--football weather.', 'start': 20, 'end': 47}]"
model,139,The depression of yesterday was gone and he liked the people on the streets.,m,"[{'entity_group': 'LABEL_0', 'score': 0.99999607, 'word': 'The', 'start': 0, 'end': 3}, {'entity_group': 'LABEL_1', 'score': 0.99968827, 'word': 'depression', 'start': 4, 'end': 14}, {'entity_group': 'LABEL_0', 'score': 0.99982685, 'word': 'of yesterday was', 'start': 15, 'end': 31}, {'entity_group': 'LABEL_1', 'score': 0.9999074, 'word': 'gone', 'start': 32, 'end': 36}, {'entity_group': 'LABEL_0', 'score': 0.9999818, 'word': 'and he liked the people on the streets.', 'start': 37, 'end': 76}]"
model,140,"At noon he sat opposite Honoria at Le Grand Vatel, the only restaurant he could think of not reminiscent of champagne dinners and long luncheons that began at two and ended in a blurred and vague twilight.",m,"[{'entity_group': 'LABEL_1', 'score': 0.99976724, 'word': 'At', 'start': 0, 'end': 2}, {'entity_group': 'LABEL_0', 'score': 0.9999859, 'word': 'noon he sat opposite Honoria at Le Grand Vatel, the only restaurant he could think of not reminiscent of champagne dinners and', 'start': 3, 'end': 129}, {'entity_group': 'LABEL_1', 'score': 0.9999068, 'word': 'long', 'start': 130, 'end': 134}, {'entity_group': 'LABEL_0', 'score': 0.999914, 'word': 'luncheons that began', 'start': 135, 'end': 155}, {'entity_group': 'LABEL_1', 'score': 0.9998963, 'word': 'at', 'start': 156, 'end': 158}, {'entity_group': 'LABEL_0', 'score': 0.9999821, 'word': 'two and ended', 'start': 159, 'end': 172}, {'entity_group': 'LABEL_1', 'score': 0.99996734, 'word': 'in', 'start': 173, 'end': 175}, {'entity_group': 'LABEL_0', 'score': 0.9999944, 'word': 'a', 'start': 176, 'end': 177}, {'entity_group': 'LABEL_1', 'score': 0.9756305, 'word': 'blurred', 'start': 178, 'end': 185}, {'entity_group': 'LABEL_0', 'score': 0.9999951, 'word': 'and', 'start': 186, 'end': 189}, {'entity_group': 'LABEL_1', 'score': 0.8047309, 'word': 'vague', 'start': 190, 'end': 195}, {'entity_group': 'LABEL_0', 'score': 0.999952, 'word': 'twilight.', 'start': 196, 'end': 205}]"
model,141,"Now, how about vegetables?",m,"[{'entity_group': 'LABEL_0', 'score': 0.99997395, 'word': 'Now, how', 'start': 0, 'end': 8}, {'entity_group': 'LABEL_1', 'score': 0.99978966, 'word': 'about', 'start': 9, 'end': 14}, {'entity_group': 'LABEL_0', 'score': 0.9999794, 'word': 'vegetables?', 'start': 15, 'end': 26}]"
model,142,Oughtn't you to have some vegetables?,l,"[{'entity_group': 'LABEL_0', 'score': 0.9999824, 'word': ""Oughtn't you to have some vegetables?"", 'start': 0, 'end': 37}]"
model,143,"Well, yes.",l,"[{'entity_group': 'LABEL_0', 'score': 0.99876887, 'word': 'Well, yes.', 'start': 0, 'end': 10}]"
model,144,Here's epinards and chou-fleur and carrots and haricots.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9816696, 'word': ""Here's epinards and chou-fleur and carrots and haricots."", 'start': 0, 'end': 56}]"
model,145,I'd like chou-fleur.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9999811, 'word': ""I'd like chou-fleur."", 'start': 0, 'end': 20}]"
model,146,Wouldn't you like to have two vegetables?,l,"[{'entity_group': 'LABEL_0', 'score': 0.999921, 'word': ""Wouldn't you like to have two vegetables?"", 'start': 0, 'end': 41}]"
model,147,I usually only have one at lunch.,m,"[{'entity_group': 'LABEL_0', 'score': 0.99886256, 'word': 'I usually only have one', 'start': 0, 'end': 23}, {'entity_group': 'LABEL_1', 'score': 0.99958783, 'word': 'at', 'start': 24, 'end': 26}, {'entity_group': 'LABEL_0', 'score': 0.99998677, 'word': 'lunch.', 'start': 27, 'end': 33}]"
model,148,The waiter was pretending to be inordinately fond of children.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9999736, 'word': 'The waiter was pretending to be inordinately fond of children.', 'start': 0, 'end': 62}]"
model,149,Qu'elle est mignonne la petite?,l,"[{'entity_group': 'LABEL_0', 'score': 0.9999574, 'word': ""Qu'elle est mignonne la petite?"", 'start': 0, 'end': 31}]"
model,150,Elle parle exactement comme une Franu00c3u00a7aise.,m,"[{'entity_group': 'LABEL_0', 'score': 0.9999491, 'word': 'Elle parle exactement comme une', 'start': 0, 'end': 31}, {'entity_group': 'LABEL_1', 'score': 0.999624, 'word': 'Fran', 'start': 32, 'end': 36}, {'entity_group': 'LABEL_0', 'score': 0.9600755, 'word': 'u00c3u00a7', 'start': 36, 'end': 46}, {'entity_group': 'LABEL_1', 'score': 0.9987463, 'word': 'aise', 'start': 46, 'end': 50}, {'entity_group': 'LABEL_0', 'score': 0.99998975, 'word': '.', 'start': 50, 'end': 51}]"
model,151,How about dessert?,m,"[{'entity_group': 'LABEL_0', 'score': 0.99996984, 'word': 'How', 'start': 0, 'end': 3}, {'entity_group': 'LABEL_1', 'score': 0.99981993, 'word': 'about', 'start': 4, 'end': 9}, {'entity_group': 'LABEL_0', 'score': 0.99996555, 'word': 'dessert?', 'start': 10, 'end': 18}]"
model,152,Shall we wait and see?,m,"[{'entity_group': 'LABEL_0', 'score': 0.9999925, 'word': 'Shall we wait and', 'start': 0, 'end': 17}, {'entity_group': 'LABEL_1', 'score': 0.9737038, 'word': 'see', 'start': 18, 'end': 21}, {'entity_group': 'LABEL_0', 'score': 0.9999945, 'word': '?', 'start': 21, 'end': 22}]"
model,153,The waiter disappeared.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9997711, 'word': 'The waiter disappeared.', 'start': 0, 'end': 23}]"
model,154,Honoria looked at her father expectantly.,m,"[{'entity_group': 'LABEL_0', 'score': 0.9999838, 'word': 'Honoria looked', 'start': 0, 'end': 14}, {'entity_group': 'LABEL_1', 'score': 0.74621135, 'word': 'at', 'start': 15, 'end': 17}, {'entity_group': 'LABEL_0', 'score': 0.999983, 'word': 'her father expectantly.', 'start': 18, 'end': 41}]"
model,155,What are we going to do?,l,"[{'entity_group': 'LABEL_0', 'score': 0.9999595, 'word': 'What are we going to do?', 'start': 0, 'end': 24}]"
model,156,"First, we're going to that toy store in the Rue Saint-Honore and buy you anything you like.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99990666, 'word': ""First, we're going to"", 'start': 0, 'end': 21}, {'entity_group': 'LABEL_1', 'score': 0.9870522, 'word': 'that', 'start': 22, 'end': 26}, {'entity_group': 'LABEL_0', 'score': 0.99996614, 'word': 'toy store in the Rue Saint-Honore and buy you anything you like.', 'start': 27, 'end': 91}]"
model,157,And then we're going to the vaudeville at the Empire.,l,"[{'entity_group': 'LABEL_0', 'score': 0.99986255, 'word': ""And then we're going to the vaudeville at the Empire."", 'start': 0, 'end': 53}]"
model,158,She hesitated.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9999813, 'word': 'She hesitated.', 'start': 0, 'end': 14}]"
model,159,"I like it about the vaudeville, but not the toy store.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99998826, 'word': 'I like it', 'start': 0, 'end': 9}, {'entity_group': 'LABEL_1', 'score': 0.9998111, 'word': 'about', 'start': 10, 'end': 15}, {'entity_group': 'LABEL_0', 'score': 0.99992883, 'word': 'the vaudeville, but not the toy store.', 'start': 16, 'end': 54}]"
model,160,Why not?,l,"[{'entity_group': 'LABEL_0', 'score': 0.99999475, 'word': 'Why not?', 'start': 0, 'end': 8}]"
model,161,"Well, you brought me this doll.",l,"[{'entity_group': 'LABEL_0', 'score': 0.98936737, 'word': 'Well, you brought me this doll.', 'start': 0, 'end': 31}]"
model,162,She had it with her.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9995943, 'word': 'She had it with her.', 'start': 0, 'end': 20}]"
model,163,And I've got lots of things.,l,"[{'entity_group': 'LABEL_0', 'score': 0.99972844, 'word': ""And I've got lots of things."", 'start': 0, 'end': 28}]"
model,164,"And we're not rich any more, are we?",l,"[{'entity_group': 'LABEL_0', 'score': 0.99998945, 'word': ""And we're not rich any more, are we?"", 'start': 0, 'end': 36}]"
model,165,We never were.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9999949, 'word': 'We never were.', 'start': 0, 'end': 14}]"
model,166,But today you are to have anything you want.,l,"[{'entity_group': 'LABEL_0', 'score': 0.99997216, 'word': 'But today you are to have anything you want.', 'start': 0, 'end': 44}]"
model,167,"All right, she agreed resignedly.",l,"[{'entity_group': 'LABEL_0', 'score': 0.9998459, 'word': 'All right, she agreed resignedly.', 'start': 0, 'end': 33}]"
model,168,"When there had been her mother and a French nurse he had been inclined to be strict; now he extended himself, reached out for a new tolerance; he must be both parents to her and not shut any of her out of communication.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99998546, 'word': 'When there had been her mother and a French nurse he had been', 'start': 0, 'end': 61}, {'entity_group': 'LABEL_1', 'score': 0.9787884, 'word': 'inclin', 'start': 62, 'end': 68}, {'entity_group': 'LABEL_0', 'score': 0.99999017, 'word': 'ed to be strict; now he', 'start': 68, 'end': 91}, {'entity_group': 'LABEL_1', 'score': 0.9992899, 'word': 'extend', 'start': 92, 'end': 98}, {'entity_group': 'LABEL_0', 'score': 0.999994, 'word': 'ed himself,', 'start': 98, 'end': 109}, {'entity_group': 'LABEL_1', 'score': 0.9353352, 'word': 'reached', 'start': 110, 'end': 117}, {'entity_group': 'LABEL_0', 'score': 0.94950914, 'word': 'out for a new', 'start': 118, 'end': 131}, {'entity_group': 'LABEL_1', 'score': 0.8577788, 'word': '', 'start': 132, 'end': 133}, {'entity_group': 'LABEL_0', 'score': 0.99135256, 'word': 'tolerance; he must be both parents', 'start': 132, 'end': 166}, {'entity_group': 'LABEL_1', 'score': 0.99925536, 'word': 'to', 'start': 167, 'end': 169}, {'entity_group': 'LABEL_0', 'score': 0.99997425, 'word': 'her and not', 'start': 170, 'end': 181}, {'entity_group': 'LABEL_1', 'score': 0.8317461, 'word': 'shut', 'start': 182, 'end': 186}, {'entity_group': 'LABEL_0', 'score': 0.999955, 'word': 'any of her', 'start': 187, 'end': 197}, {'entity_group': 'LABEL_1', 'score': 0.9994062, 'word': 'out of', 'start': 198, 'end': 204}, {'entity_group': 'LABEL_0', 'score': 0.9999825, 'word': 'communication.', 'start': 205, 'end': 219}]"
model,169,"I want to get to know you, he said gravely.",m,"[{'entity_group': 'LABEL_0', 'score': 0.9999962, 'word': 'I want to', 'start': 0, 'end': 9}, {'entity_group': 'LABEL_1', 'score': 0.99875045, 'word': 'get', 'start': 10, 'end': 13}, {'entity_group': 'LABEL_0', 'score': 0.9995978, 'word': 'to know you, he said gravely.', 'start': 14, 'end': 43}]"
model,170,First let me introduce myself.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9999749, 'word': 'First let me introduce myself.', 'start': 0, 'end': 30}]"
model,171,"My name is Charles J. Wales, of Prague.",l,"[{'entity_group': 'LABEL_0', 'score': 0.99993473, 'word': 'My name is Charles J. Wales, of Prague.', 'start': 0, 'end': 39}]"
model,172,"Oh, daddy! her voice cracked with laughter.",m,"[{'entity_group': 'LABEL_0', 'score': 0.9999486, 'word': 'Oh, daddy! her voice', 'start': 0, 'end': 20}, {'entity_group': 'LABEL_1', 'score': 0.8174907, 'word': 'crack', 'start': 21, 'end': 26}, {'entity_group': 'LABEL_0', 'score': 0.86232406, 'word': 'ed', 'start': 26, 'end': 28}, {'entity_group': 'LABEL_1', 'score': 0.9998006, 'word': 'with', 'start': 29, 'end': 33}, {'entity_group': 'LABEL_0', 'score': 0.99998283, 'word': 'laughter.', 'start': 34, 'end': 43}]"
model,173,"And who are you, please? he persisted, and she accepted a role immediately: Honoria Wales, Rue Palatine, Paris.",l,"[{'entity_group': 'LABEL_0', 'score': 0.98124605, 'word': 'And who are you, please? he persisted, and she accepted a role immediately: Honoria Wales, Rue Palatine, Paris.', 'start': 0, 'end': 111}]"
model,174,Married or single?,l,"[{'entity_group': 'LABEL_0', 'score': 0.9999714, 'word': 'Married or single?', 'start': 0, 'end': 18}]"
model,175,"No, not married.",l,"[{'entity_group': 'LABEL_0', 'score': 0.9999873, 'word': 'No, not married.', 'start': 0, 'end': 16}]"
model,176,Single.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9998716, 'word': 'Single.', 'start': 0, 'end': 7}]"
model,177,He indicated the doll.,m,"[{'entity_group': 'LABEL_0', 'score': 0.9999865, 'word': 'He indicated the', 'start': 0, 'end': 16}, {'entity_group': 'LABEL_1', 'score': 0.8653998, 'word': 'do', 'start': 17, 'end': 19}, {'entity_group': 'LABEL_0', 'score': 0.83496755, 'word': 'll.', 'start': 19, 'end': 22}]"
model,178,"But I see you have a child, madame.",m,"[{'entity_group': 'LABEL_0', 'score': 0.9999928, 'word': 'But I', 'start': 0, 'end': 5}, {'entity_group': 'LABEL_1', 'score': 0.99956197, 'word': 'see', 'start': 6, 'end': 9}, {'entity_group': 'LABEL_0', 'score': 0.9998889, 'word': 'you', 'start': 10, 'end': 13}, {'entity_group': 'LABEL_1', 'score': 0.9997217, 'word': 'have', 'start': 14, 'end': 18}, {'entity_group': 'LABEL_0', 'score': 0.99996805, 'word': 'a child, madame.', 'start': 19, 'end': 35}]"
model,179,"Unwilling to disinherit it, she took it to her heart and thought quickly: Yes, I've been married, but I'm not married now.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99572676, 'word': 'Unwilling to disinherit it, she', 'start': 0, 'end': 31}, {'entity_group': 'LABEL_1', 'score': 0.99991083, 'word': 'took', 'start': 32, 'end': 36}, {'entity_group': 'LABEL_0', 'score': 0.99998677, 'word': 'it', 'start': 37, 'end': 39}, {'entity_group': 'LABEL_1', 'score': 0.9995146, 'word': 'to', 'start': 40, 'end': 42}, {'entity_group': 'LABEL_0', 'score': 0.99998736, 'word': 'her', 'start': 43, 'end': 46}, {'entity_group': 'LABEL_1', 'score': 0.99699605, 'word': 'heart', 'start': 47, 'end': 52}, {'entity_group': 'LABEL_0', 'score': 0.99998695, 'word': ""and thought quickly: Yes, I've been married, but I'm not married now."", 'start': 53, 'end': 122}]"
model,180,My husband is dead.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9999856, 'word': 'My husband is dead.', 'start': 0, 'end': 19}]"
model,181,"He went on quickly, And the child's name?",m,"[{'entity_group': 'LABEL_0', 'score': 0.9999939, 'word': 'He', 'start': 0, 'end': 2}, {'entity_group': 'LABEL_1', 'score': 0.90365857, 'word': 'went on', 'start': 3, 'end': 10}, {'entity_group': 'LABEL_0', 'score': 0.99970245, 'word': ""quickly, And the child's name?"", 'start': 11, 'end': 41}]"
model,182,Simone.,l,"[{'entity_group': 'LABEL_0', 'score': 0.999958, 'word': 'Simone.', 'start': 0, 'end': 7}]"
model,183,That's after my best friend at school.,m,"[{'entity_group': 'LABEL_1', 'score': 0.99299896, 'word': 'That', 'start': 0, 'end': 4}, {'entity_group': 'LABEL_0', 'score': 0.99983656, 'word': ""'s"", 'start': 4, 'end': 6}, {'entity_group': 'LABEL_1', 'score': 0.9961966, 'word': 'after', 'start': 7, 'end': 12}, {'entity_group': 'LABEL_0', 'score': 0.9999757, 'word': 'my best friend at school.', 'start': 13, 'end': 38}]"
model,184,I'm very pleased that you're doing so well at school.,l,"[{'entity_group': 'LABEL_0', 'score': 0.99998367, 'word': ""I'm very pleased that you're doing so well at school."", 'start': 0, 'end': 53}]"
model,185,"I'm third this month, she boasted.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99997425, 'word': ""I'm third"", 'start': 0, 'end': 9}, {'entity_group': 'LABEL_1', 'score': 0.99980026, 'word': 'this', 'start': 10, 'end': 14}, {'entity_group': 'LABEL_0', 'score': 0.9999668, 'word': 'month, she boasted.', 'start': 15, 'end': 34}]"
model,186,"Elsie--that was her cousin--is only about eighteenth, and Richard is about at the bottom.",m,"[{'entity_group': 'LABEL_0', 'score': 0.9999927, 'word': 'Elsie--', 'start': 0, 'end': 7}, {'entity_group': 'LABEL_1', 'score': 0.9754504, 'word': 'that', 'start': 7, 'end': 11}, {'entity_group': 'LABEL_0', 'score': 0.9999913, 'word': 'was her cousin--is only', 'start': 12, 'end': 35}, {'entity_group': 'LABEL_1', 'score': 0.99979967, 'word': 'about', 'start': 36, 'end': 41}, {'entity_group': 'LABEL_0', 'score': 0.9995862, 'word': 'eighteenth, and Richard is about', 'start': 42, 'end': 74}, {'entity_group': 'LABEL_1', 'score': 0.999321, 'word': 'at', 'start': 75, 'end': 77}, {'entity_group': 'LABEL_0', 'score': 0.9999957, 'word': 'the', 'start': 78, 'end': 81}, {'entity_group': 'LABEL_1', 'score': 0.99963474, 'word': 'bottom', 'start': 82, 'end': 88}, {'entity_group': 'LABEL_0', 'score': 0.9999951, 'word': '.', 'start': 88, 'end': 89}]"
model,187,"You like Richard and Elsie, don't you?",l,"[{'entity_group': 'LABEL_0', 'score': 0.9999738, 'word': ""You like Richard and Elsie, don't you?"", 'start': 0, 'end': 38}]"
model,188,"Oh, yes.",l,"[{'entity_group': 'LABEL_0', 'score': 0.99998504, 'word': 'Oh, yes.', 'start': 0, 'end': 8}]"
model,189,I like Richard quite well and I like her all right.,l,"[{'entity_group': 'LABEL_0', 'score': 0.99999475, 'word': 'I like Richard quite well and I like her all right.', 'start': 0, 'end': 51}]"
model,190,Cautiously and casually he asked: And Aunt Marion and Uncle Lincoln--which do you like best?,l,"[{'entity_group': 'LABEL_0', 'score': 0.9999765, 'word': 'Cautiously and casually he asked: And Aunt Marion and Uncle Lincoln--which do you like best?', 'start': 0, 'end': 92}]"
model,191,"Oh, Uncle Lincoln, I guess.",l,"[{'entity_group': 'LABEL_0', 'score': 0.99997765, 'word': 'Oh, Uncle Lincoln, I guess.', 'start': 0, 'end': 27}]"
model,192,He was increasingly aware of her presence.,l,"[{'entity_group': 'LABEL_0', 'score': 0.99989784, 'word': 'He was increasingly aware of her presence.', 'start': 0, 'end': 42}]"
model,193,"As they came in, a murmur of ... adorable followed them, and now the people at the next table bent all their silences upon her, staring as if she were something no more conscious than a flower.",m,"[{'entity_group': 'LABEL_0', 'score': 0.9994057, 'word': 'As they came in, a murmur of ... adorable', 'start': 0, 'end': 41}, {'entity_group': 'LABEL_1', 'score': 0.9994222, 'word': 'followed', 'start': 42, 'end': 50}, {'entity_group': 'LABEL_0', 'score': 0.99996865, 'word': 'them, and now the people at the next table', 'start': 51, 'end': 93}, {'entity_group': 'LABEL_1', 'score': 0.9989184, 'word': 'bent', 'start': 94, 'end': 98}, {'entity_group': 'LABEL_0', 'score': 0.99995875, 'word': 'all their silences', 'start': 99, 'end': 117}, {'entity_group': 'LABEL_1', 'score': 0.98934877, 'word': 'upon', 'start': 118, 'end': 122}, {'entity_group': 'LABEL_0', 'score': 0.99985796, 'word': 'her, staring as if she were something no more', 'start': 123, 'end': 168}, {'entity_group': 'LABEL_1', 'score': 0.994179, 'word': 'conscious', 'start': 169, 'end': 178}, {'entity_group': 'LABEL_0', 'score': 0.99999374, 'word': 'than a', 'start': 179, 'end': 185}, {'entity_group': 'LABEL_1', 'score': 0.9992702, 'word': 'flower', 'start': 186, 'end': 192}, {'entity_group': 'LABEL_0', 'score': 0.9999901, 'word': '.', 'start': 192, 'end': 193}]"
model,194,Why don't I live with you? she asked suddenly.,l,"[{'entity_group': 'LABEL_0', 'score': 0.99961877, 'word': ""Why don't I live with you? she asked suddenly."", 'start': 0, 'end': 46}]"
model,195,Because mamma's dead?,l,"[{'entity_group': 'LABEL_0', 'score': 0.99995536, 'word': ""Because mamma's dead?"", 'start': 0, 'end': 21}]"
model,196,You must stay here and learn more French.,l,"[{'entity_group': 'LABEL_0', 'score': 0.999984, 'word': 'You must stay here and learn more French.', 'start': 0, 'end': 41}]"
model,197,It would have been hard for daddy to take care of you so well.,m,"[{'entity_group': 'LABEL_0', 'score': 0.999994, 'word': 'It would have been', 'start': 0, 'end': 18}, {'entity_group': 'LABEL_1', 'score': 0.99939096, 'word': 'hard', 'start': 19, 'end': 23}, {'entity_group': 'LABEL_0', 'score': 0.99996823, 'word': 'for daddy to', 'start': 24, 'end': 36}, {'entity_group': 'LABEL_1', 'score': 0.9974005, 'word': 'take', 'start': 37, 'end': 41}, {'entity_group': 'LABEL_0', 'score': 0.9997571, 'word': 'care of you so well.', 'start': 42, 'end': 62}]"
model,198,I don't really need much taking care of any more.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9991763, 'word': ""I don't really need much taking care of any more."", 'start': 0, 'end': 49}]"
model,199,I do everything for myself.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9999757, 'word': 'I do everything for myself.', 'start': 0, 'end': 27}]"
